Product_ID,Product_Name,Category,Price,Stock,Brand,Discount_Percentage,Supplier_ID
877,Product 877,Household,53,499,"Fuller, Huffman and Huber",11.76,293
878,Product 878,Clothing,30,41,"Moore, Le and Hansen",7.98,300
879,Product 879,Food,61,327,"Rodriguez, Stewart and Campbell",3.14,480
880,Product 880,Household,67,79,"Pitts, Andersen and Richardson",21.12,484
881,Product 881,Household,4,414,Evans-Copeland,17.45,114
882,Product 882,Toys,76,26,Jenkins Group,47.23,204
883,Product 883,Clothing,33,256,"Garner, Gonzalez and Garcia",43.93,454
884,Product 884,Clothing,11,480,Taylor Group,48.2,439
885,Product 885,Food,85,193,"Coleman, Diaz and Jenkins",45.97,476
886,Product 886,Toys,4,375,Hunter and Sons,14.33,235
887,Product 887,Clothing,17,138,Hernandez and Sons,18.21,233
888,Product 888,Household,43,446,Jackson-Patrick,6.92,330
889,Product 889,Toys,91,82,"Moore, Weaver and Hernandez",11.47,70
890,Product 890,Clothing,44,16,Bradshaw and Sons,49.89,459
891,Product 891,Toys,61,209,Hill-Petersen,26.28,265
892,Product 892,Food,56,186,"Lewis, Turner and Rivera",10.02,91
893,Product 893,Household,90,251,"Decker, Haynes and Wood",30.58,46
894,Product 894,Food,13,453,Craig Inc,9.41,427
895,Product 895,Clothing,84,116,Rivas-Blake,30.87,295
896,Product 896,Food,6,463,"Manning, Rollins and Harrington",28.34,315
897,Product 897,Household,33,328,"Carter, Barrera and Gomez",36.76,378
898,Product 898,Electronics,36,91,Peterson-Gonzales,37.24,85
899,Product 899,Food,92,474,Fisher-Meyer,30.24,23
900,Product 900,Electronics,39,471,"Stewart, Reynolds and Hoffman",26.34,223
901,Product 901,Food,95,316,Barker-Garcia,43.9,61
902,Product 902,Food,90,396,"Sims, Hernandez and Doyle",10.9,113
903,Product 903,Clothing,4,486,Brown-Chung,41.24,20
904,Product 904,Food,48,275,James Ltd,7.3,183
905,Product 905,Food,11,250,Mejia Inc,42.03,128
906,Product 906,Toys,21,145,Reynolds LLC,9.57,185
907,Product 907,Household,42,255,Montoya-Donaldson,37.89,220
908,Product 908,Electronics,34,313,Brock-Thomas,21.88,494
909,Product 909,Clothing,34,97,"Kline, Santiago and Morris",43.79,44
910,Product 910,Electronics,9,259,"Hess, Villanueva and Allen",37.42,138
911,Product 911,Toys,87,153,Russell-Oneill,2.0,345
912,Product 912,Electronics,76,327,Jones-Collins,7.27,85
913,Product 913,Food,7,46,"Miller, Singleton and Fernandez",40.03,275
914,Product 914,Clothing,81,455,"Mccall, Rice and Bowen",2.92,476
915,Product 915,Electronics,19,480,Underwood-Cooper,27.24,23
916,Product 916,Electronics,95,272,White-Rodriguez,9.68,414
917,Product 917,Toys,78,344,Bruce PLC,7.35,461
918,Product 918,Clothing,43,432,Armstrong-Poole,6.94,334
919,Product 919,Clothing,28,258,Torres Inc,35.84,76
920,Product 920,Toys,79,28,Solis Ltd,33.49,360
921,Product 921,Electronics,39,218,Palmer PLC,39.39,346
922,Product 922,Food,42,207,Smith Inc,28.44,315
923,Product 923,Electronics,4,331,"Davis, Thomas and Anderson",30.42,398
924,Product 924,Electronics,48,368,Sanders LLC,18.31,281
925,Product 925,Household,99,164,Jenkins-Owens,42.73,403
926,Product 926,Electronics,36,447,Anderson Ltd,18.26,480
927,Product 927,Household,80,305,Johnson Ltd,37.8,360
928,Product 928,Household,72,220,Morales and Sons,15.02,322
929,Product 929,Toys,74,25,Patel-Huang,0.17,133
930,Product 930,Household,54,457,Collins LLC,47.32,253
931,Product 931,Food,30,437,Nunez-Wolf,9.47,257
932,Product 932,Electronics,92,481,Hogan Ltd,12.69,36
933,Product 933,Household,99,71,Parker and Sons,2.42,9
934,Product 934,Food,52,437,Smith-Williams,46.92,123
935,Product 935,Toys,81,427,Roach and Sons,30.87,13
936,Product 936,Household,37,64,Herrera-Carter,18.28,385
937,Product 937,Household,43,266,"Owens, Santos and Larsen",44.4,308
938,Product 938,Household,2,35,Garcia Inc,39.18,282
939,Product 939,Electronics,90,267,"Holland, Morales and Herring",23.9,116
940,Product 940,Toys,60,413,Ramirez-Sampson,30.68,236
941,Product 941,Toys,42,265,Robinson PLC,46.33,383
942,Product 942,Food,36,36,Bray Inc,41.36,28
943,Product 943,Toys,19,190,"Stevens, Martin and Cohen",27.72,47
944,Product 944,Household,82,198,Hammond and Sons,23.24,274
945,Product 945,Electronics,12,13,Daugherty LLC,15.82,215
946,Product 946,Clothing,42,190,Santana and Sons,4.36,357
947,Product 947,Household,95,26,Roy Inc,12.7,222
948,Product 948,Household,70,221,"Smith, Day and Roberts",37.39,82
949,Product 949,Electronics,2,201,Martin Ltd,0.41,180
950,Product 950,Food,31,463,Barber-Beard,8.06,269
951,Product 951,Toys,36,283,Woods Group,35.91,167
952,Product 952,Toys,81,62,Garcia-Harris,35.25,441
953,Product 953,Food,24,115,Howe-Fisher,37.25,391
954,Product 954,Toys,95,488,Clark Group,25.61,146
955,Product 955,Household,58,107,Lewis Inc,14.17,408
956,Product 956,Electronics,64,243,Fowler and Sons,24.02,63
957,Product 957,Toys,84,422,Rice and Sons,18.28,141
958,Product 958,Clothing,16,329,Choi-Moore,46.98,51
959,Product 959,Food,47,489,"Taylor, Hancock and Daniels",8.75,301
960,Product 960,Food,80,114,Burns Inc,23.16,475
961,Product 961,Household,49,390,Wilson PLC,12.4,313
962,Product 962,Food,69,129,Bell-Anderson,23.6,482
963,Product 963,Electronics,9,123,Smith PLC,28.69,128
964,Product 964,Household,83,202,Miller LLC,7.66,490
965,Product 965,Food,85,154,Miller Ltd,28.12,109
966,Product 966,Household,0,227,"Walker, Myers and Larsen",25.75,442
967,Product 967,Electronics,77,184,Vega-Ward,43.29,299
968,Product 968,Toys,67,177,"Rodriguez, Houston and Parsons",47.9,119
969,Product 969,Clothing,24,344,Owens Inc,7.07,321
970,Product 970,Toys,38,110,Hernandez PLC,19.33,193
971,Product 971,Household,27,17,Mcmahon-Anderson,7.87,169
972,Product 972,Electronics,10,132,Thompson PLC,15.57,33
973,Product 973,Electronics,39,254,"Cook, Durham and Bowen",7.11,480
974,Product 974,Electronics,45,59,Hicks and Sons,14.99,204
975,Product 975,Household,75,104,Daugherty and Sons,8.44,371
976,Product 976,Household,87,423,"Cline, Browning and Brown",33.45,5
977,Product 977,Toys,98,495,Zhang Inc,6.0,115
978,Product 978,Electronics,78,351,Pena Ltd,31.42,289
979,Product 979,Electronics,22,332,"Parker, Jimenez and Casey",1.18,1
980,Product 980,Toys,95,186,Schultz and Sons,21.11,104
981,Product 981,Food,51,378,"Allen, Garrett and Gay",42.63,268
982,Product 982,Household,35,266,"Carter, Burnett and Meyers",11.48,27
983,Product 983,Toys,46,273,Martinez-Stein,25.42,236
984,Product 984,Household,48,283,"Sandoval, Ayers and George",8.6,320
985,Product 985,Electronics,59,25,Morrison PLC,29.61,46
986,Product 986,Toys,48,380,"Thompson, Banks and Keller",45.97,409
987,Product 987,Clothing,46,235,Rodgers-Robinson,3.88,432
988,Product 988,Clothing,88,364,Long Inc,2.1,184
989,Product 989,Clothing,38,136,Ritter Ltd,7.95,260
990,Product 990,Electronics,95,498,Johnson-Murray,19.57,50
991,Product 991,Household,27,41,"Cruz, Jimenez and Frank",19.01,294
992,Product 992,Food,25,157,Finley-Blevins,41.25,61
993,Product 993,Food,11,203,Owens PLC,42.23,119
994,Product 994,Electronics,16,90,"White, Foley and West",18.76,441
995,Product 995,Food,99,65,Williamson PLC,18.36,428
996,Product 996,Food,18,28,Nunez-Velasquez,49.55,197
997,Product 997,Clothing,83,78,Rosales-Leonard,13.39,323
998,Product 998,Food,20,423,"Anderson, Burgess and Hobbs",46.97,51
999,Product 999,Electronics,17,81,"Cooper, Thomas and Bryant",37.9,340
1000,Product 1000,Toys,98,18,"Church, Lang and Espinoza",28.33,108
